show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
tm181098,Movie,Moms Mabley,,,US,,2013,,72 min,"documentation, comedy","A feature documentary about Jackie ""Moms"" Mabley, an African-American stand-up comic and show-biz pioneer who emerged from the Chitlin' Circuit of African-American Vaudeville to become a mainstream star. Once billed as ""The Funniest Woman in the World,"" Mabley pushed the boundaries of comedy by tackling topics such as gender, sex, and racism and performed up until her death in 1975. A true passion project for first-time director Whoopi Goldberg, the documentary shows Mabley's historical significance and profound influence as a performer vastly ahead of her time."
tm166238,Movie,The Hangover Part III,,,US,,2013,R,100 min,"comedy, crime","This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off."
tm166170,Movie,Epic,,,US,,2013,PG,102 min,"fantasy, thriller, animation, action, family",A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group characters in order to save their world—and ours.
tm163686,Movie,Blue Jasmine,,,US,,2013,PG-13,99 min,"drama, comedy, european","After experiencing a traumatic misfortune, Jasmine French, a wealthy woman from New York, moves to San Francisco to live with her foster sister Ginger and the firm purpose of getting a new life, but she will be haunted by anxiety and memories of the past."
tm172808,Movie,The Tale of The Princess Kaguya,,,JP,,2013,PG,137 min,"fantasy, family, animation, drama","Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthrals all who encounter her. But, ultimately, she must confront her fate, the punishment for her crime."
ts7179,TV Show,Bachelor in Paradise,,,US,,2014,TV-14,7 Seasons,"reality, romance","Some of The Bachelor's biggest stars and villains are back. They all left The Bachelor or The Bachelorette with broken hearts, but now they know what it really takes to find love, and on Bachelor in Paradise they'll get a second chance to find their soul mates. Contestants live together in an isolated romantic paradise in Mexico and we follow these former bachelors and bachelorettes as they explore new romantic relationships."
tm178782,Movie,The East,,,"GB, US",,2013,PG-13,116 min,"drama, crime, thriller, european",An operative for an elite private intelligence firm finds her priorities irrevocably changed after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.
ts58470,TV Show,Tim and Eric's Bedtime Stories,,,US,,2014,TV-14,2 Seasons,"comedy, horror",Tim and Eric's dark comedy anthology series.
tm145054,Movie,The Loft,,,US,,2014,R,108 min,"thriller, romance, european","For five men, the opportunity to share a penthouse in the city -- in which to carry on extramarital affairs -- is a dream come true, until the dead body of an unknown woman turns up. Realizing that her killer must be one of their group, the men are gripped by paranoia as each one suspects another. Friendships are tested, loyalties are questioned, and marriages crumble while fear and suspicion run rampant."
ts20255,TV Show,Looking,,,US,,2014,TV-MA,2 Seasons,"drama, comedy, romance",Three friends in San Francisco who explore the fun and sometimes overwhelming options available to a new generation of gay men.
tm174882,Movie,Walking with Dinosaurs,,,"US, AU, IN, GB",,2013,PG,87 min,"animation, family, documentation, comedy","Walking with Dinosaurs 3D is a film depicting life-like 3D dinosaur characters set in photo-real landscapes that transports audiences to the prehistoric world as it existed 70 million years ago. The film is based on the 1999 documentary television miniseries Walking with Dinosaurs, produced by the BBC. Walking with Dinosaurs 3D is being produced by Evergreen Studios, the company that produced Happy Feet, and it is was released on October 11, 2013."
tm139047,Movie,Endless Love,,,US,,2014,PG-13,103 min,"drama, romance",A privileged girl and a charismatic boy's instant desire sparks a love affair made only more reckless by parents trying to keep them apart.
tm180517,Movie,Behind the Candelabra,,,US,,2013,R,118 min,"drama, romance, music","Based on the autobiographical novel, the tempestuous 6-year relationship between Liberace and his (much younger) lover, Scott Thorson, is recounted."
tm157049,Movie,When Marnie Was There,,,JP,,2014,PG,103 min,"animation, drama, family","Upon being sent to live with relatives in the countryside due to an illness, an emotionally distant adolescent girl becomes obsessed with an abandoned mansion and infatuated with a girl who lives there - a girl who may or may not be real."
ts20294,TV Show,Garfunkel and Oates,,,US,,2014,TV-14,1 Season,"comedy, music","The comic/folk duo Riki Lindhome and Kate Micucci hit prime time with their act in this scripted series for IFC. It follows hard-working underdogs trying to make their mark in comedy while muddling through messy dating scenarios, and doing so by performing one satirical (and often quite saucy) song after another. Nothing stops the ukulele- and guitar-wielding twosome from singing about life's unspoken truths, despite it leaving them detached from their peers. The series is titled after Lindhome and Micucci's band name, inspired by ""two famous rock 'n' roll second bananas,"" Art Garfunkel and John Oates."
tm179476,Movie,Justice League: The Flashpoint Paradox,,,US,,2013,PG-13,75 min,"animation, action",The Flash finds himself in a war-torn alternate timeline and teams up with alternate versions of his fellow heroes to restore the timeline.
tm167682,Movie,Snitch,,,"US, AE",,2013,PG-13,93 min,"drama, thriller, action","Construction company owner John Matthews learns that his estranged son, Jason, has been arrested for drug trafficking. Facing an unjust prison sentence for a first time offender courtesy of mandatory minimum sentence laws, Jason has nothing to offer for leniency in good conscience. Desperately, John convinces the DEA and the opportunistic DA Joanne Keeghan to let him go undercover to help make arrests big enough to free his son in return. With the unwitting help of an ex-con employee, John enters the narcotics underworld where every move could be his last in an operation that will demand all his resources, wits and courage to survive."
ts10932,TV Show,The Carbonaro Effect,,,US,,2014,TV-14,6 Seasons,comedy,"Michael Carbonaro is a magician by trade, but a prankster by heart. Michael performs baffling tricks on unsuspecting people in everyday situations, all caught on hidden camera. Everyone is left stunned and delighted, even though they have no idea what just hit them."
ts222,TV Show,Black Jesus,,,US,,2014,TV-MA,3 Seasons,comedy,"A TV series finds Jesus living in present day Compton, CA on a daily mission to spread love and kindness throughout the neighborhood with the help of his small but loyal group of downtrodden followers."
ts10750,TV Show,Family Tree,,,"GB, US",,2013,TV-MA,1 Season,comedy,"Having recently lost his job and his girlfriend, 30-year-old Tom Chadwick has a rather unsure sense of his own identity. But when he inherits a mysterious box of belongings from a great aunt he never met, Tom starts investigating his lineage and uncovers a whole world of unusual stories and characters, acquiring a growing sense of who he and his real family are."
tm177045,Movie,Runner Runner,,,US,,2013,R,92 min,"drama, crime, thriller","When a poor college student who cracks an online poker game goes bust, he arranges a face-to-face with the man he thinks cheated him, a sly offshore entrepreneur."
tm175024,Movie,Blood Ties,,,"FR, US",,2013,R,128 min,"thriller, action, crime, drama, european","Two brothers, on either side of the law, face off over organized crime in Brooklyn during the 1970s."
ts11963,TV Show,Clarence,,,US,,2014,TV-PG,3 Seasons,"comedy, animation, family","The adventures of a young boy named Clarence, who is optimistic about everything, and his two best friends Jeff and Sumo."
tm187552,Movie,I Give It a Year,,,"FR, GB",,2013,R,97 min,"romance, comedy, european","After a quick courtship, two lovers hastily decide to tie the knot. As their first year of marriage unfolds, temptation and incompatibility put their relationship in jeopardy."
ts20095,TV Show,Getting On,,,US,,2013,TV-MA,3 Seasons,comedy,"Set in a geriatric extended care wing of a down-at-the-heels hospital, Getting On follows put-upon nurses, anxious doctors and administrators as they struggle with the darkly comic, brutally honest and quietly compassionate realities of caring for the elderly."
tm156864,Movie,The Normal Heart,,,US,,2014,NC-17,132 min,"drama, history, romance","The story of the onset of the HIV-AIDS crisis in New York City in the early 1980s, taking an unflinching look at the nation's sexual politics as gay activists and their allies in the medical community fight to expose the truth about the burgeoning epidemic to a city and nation in denial."
tm168151,Movie,Alan Partridge: Alpha Papa,,,GB,,2013,PG-13,90 min,"action, crime, comedy, european",Alan Partridge has had many ups and downs in life—national television broadcaster; responsible for killing a guest on live TV; local radio broadcaster; nervous breakdown in Dundee; and a self-published book that was subsequently recalled and pulped. Alan tries to salvage his public career while negotiating a potentially violent turn of events at North Norfolk Digital Radio.
tm168764,Movie,Jack the Giant Slayer,,,US,,2013,PG-13,114 min,"fantasy, animation, thriller, family, comedy, action","The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legend–and gets the chance to become a legend himself."
tm177932,Movie,"Batman: The Dark Knight Returns, Part 2",,,US,,2013,PG-13,78 min,scifi,Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.
tm182404,Movie,Bad Milo!,,,US,,2013,R,85 min,"horror, comedy",A horror comedy centered on a guy who learns that his unusual stomach problems are being caused by a demon living in his intestines.
tm175564,Movie,Admission,,,US,,2013,PG-13,107 min,"romance, comedy, drama","Straitlaced Princeton University admissions officer, Portia Nathan is caught off-guard when she makes a recruiting visit to an alternative high school overseen by her former college classmate, the freewheeling John Pressman. Pressman has surmised that Jeremiah, his gifted yet very unconventional student, might well be the son that Portia secretly gave up for adoption many years ago."
ts3139,TV Show,Beware the Batman,,,US,,2013,TV-PG,1 Season,"action, crime, drama, scifi, animation","Set during Bruce Wayne's early years as the Batman, following his initial period of battling organized crime. He hones his skills with the assistance of his butler, Alfred Pennyworth. Bruce is introduced to Alfred's goddaughter, Tatsu Yamashiro. Tatsu is a martial arts swordsmaster hired to act as Bruce's bodyguard, but also recruited to act as a superhero partner to Batman."
tm148161,Movie,Big Game,,,"GB, FI, DE",,2014,PG-13,90 min,"thriller, action, crime, european","Air Force One is shot down by terrorists, leaving the President of the United States stranded in the wilderness. 13-year old Oskari is also in that wilderness, on a hunting mission to prove his maturity to his kinsfolk by tracking down a deer, but instead discovers the President in an escape pod. With the terrorists closing in to capture their prize, the unlikely duo team up to escape their hunters."
tm170892,Movie,21 & Over,,,US,,2013,R,91 min,comedy,"Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan."
ts20246,TV Show,Uncle Grandpa,,,US,,2013,TV-PG,5 Seasons,"scifi, fantasy, animation, comedy, family","The adventures of Uncle Grandpa who is out to help every child and adult in the world through the power of imagination. With his mystical R.V. and eternal optimism, Uncle Grandpa is always ready to greet the day - and everyone he meets - with his signature, ""Good Mornin'."""
tm149048,Movie,Batman: Assault on Arkham,,,US,,2014,PG-13,75 min,thriller,Batman works desperately to find a bomb planted by the Joker while Amanda Waller sends her newly-formed Suicide Squad to break into Arkham Asylum and recover vital information stolen by the Riddler.
tm142690,Movie,The Legend of Hercules,,,US,,2014,PG-13,99 min,"action, fantasy","In Ancient Greece 1200 B.C., a queen succumbs to the lust of Zeus to bear a son promised to overthrow the tyrannical rule of the king and restore peace to a land in hardship. But this prince, Hercules, knows nothing of his real identity or his destiny. He desires only one thing: the love of Hebe, Princess of Crete, who has been promised to his own brother. When Hercules learns of his greater purpose, he must choose: to flee with his true love or to fulfill his destiny and become the true hero of his time. The story behind one of the greatest myths is revealed in this action-packed epic - a tale of love, sacrifice and the strength of the human spirit."
tm179735,Movie,Six by Sondheim,,,US,,2013,,86 min,documentation,This intimate documentary explores the life and career of the stage legend Stephen Sondheim through six of his best-known songs.
tm148009,Movie,Meet the Patels,,,US,,2014,PG,88 min,"comedy, reality, romance, documentation","Finding love is never easy. For Ravi Patel, a first generation Indian-American, the odds are slim. His ideal bride is beautiful, smart, funny, family-oriented, kind and—in keeping with tradition—Indian (though hopefully raised in the US). Oh, and her last name should be Patel because in India, Patels usually marry other Patels. And so at 30, Ravi decides to break up with his American girlfriend (the one who by all accounts is perfect for him except for her red hair and American name) and embark on a worldwide search for another Patel longing to be loved. He enlists the help of his matchmaker mother, attends a convention of Patels living in the US and travels to wedding season in India. Witty, honest and heartfelt, this comedy explores the questions with which we all struggle: What is love? What is happiness? And how in the world do we go about finding them?"
tm186499,Movie,The Kingdom of Dreams and Madness,,,JP,,2013,PG,118 min,documentation,"Follows the behind-the-scenes work of Studio Ghibli, focusing on the notable figures Hayao Miyazaki, Isao Takahata, and Toshio Suzuki."
tm173713,Movie,The Best Man Holiday,,,US,,2013,R,118 min,"comedy, drama","When college friends reunite after 15 years over the Christmas holidays, they discover just how easy it is for long-forgotten rivalries and romances to be reignited."
tm168970,Movie,Gloria,,,"ES, CL",,2013,R,105 min,"drama, comedy, romance","Gloria is a 58-year-old divorcée. Her children have all left home but she has no desire to spend her days and nights alone. Determined to defy old age and loneliness, she rushes headlong into a whirl of singles’ parties on the hunt for instant gratification – which only leads to repeated disappointment and enduring emptiness. But when Gloria meets Rodolfo, an ex-naval officer seven years her senior, she begins to imagine the possibility of a permanent relationship."
ts41319,TV Show,Sr. Ávila,,,MX,,2013,TV-MA,4 Seasons,"drama, action, thriller, crime",A family man experiences the tremendous burden of leading a double life as a professional hitman.
ts35391,TV Show,El Negocio,,,BR,,2013,TV-MA,4 Seasons,"drama, comedy","Karin, Magali and Luna are three call girls, who decide to apply some marketing knowledge on the world's oldest profession."
tm177456,Movie,Clear History,,,US,,2013,,100 min,comedy,"Nathan Flomm, in order to avoid the humiliation of having missed out on a hugely successful business, assumes a new identity on Martha's Vineyard. He plots revenge when his former business partner moves to the same town."
tm175664,Movie,Lego Batman: The Movie - DC Super Heroes Unite,,,US,,2013,G,71 min,"animation, action, comedy, family","Joker teams up with Lex Luthor to destroy the world one brick at a time. It's up to Batman, Superman and the rest of the Justice League to stop them."
tm177145,Movie,Life's Too Short Easter Special,,,US,,2013,,56 min,comedy,"Having admitted that he exploited his dwarf clients in the past Warwick finally comes good for them before receiving a visit from 'Willow' co-star Val Kilmer,anxious to make a sequel. However he tells Warwick that he must provide some of the funding so Warwick persuades Les Dennis,Keith Chegwin and Shaun Williamson to do series of pub gigs to get the finance. They are a huge hit and at the investors' meeting Warwick secures his capital. Agents Gervais and Merchant are wary and ask Warwick to consider why a potential blockbuster needs private money whilst factions appear in the come-back trio,requiring the intervention of spiritual guide Bryan Medici. As Warwick realises that Val may well have cheated him there is at least huge reassurance in the solidarity which now exists with his clients."
tm151355,Movie,Justice League: War,,,US,,2014,PG-13,79 min,"animation, action","The world is under attack by an alien armada led by the powerful Apokoliptian, Darkseid. A group of superheroes consisting of Superman, Batman, Wonder Woman, The Flash, Green Lantern, Cyborg, and Shazam must set aside their differences and gather together to defend Earth."
ts70536,TV Show,Rock the Park,,,US,,2014,TV-G,6 Seasons,"documentation, family, reality","Jack Steward joins Colton Smith to travel to America's greatest treasures, the awe-inspiring national parks, and to spotlight their beauty."
tm165948,Movie,Manhunt: The Inside Story of the Hunt for Bin Laden,,,"AF, GB, US",,2013,,100 min,"documentation, history, war","An espionage tale from inside the CIA's long conflict against Al Qaeda, as revealed by the remarkable women and men whose secret war against Osama bin Laden started nearly a decade before most of us even knew his name."
tm135223,Movie,Adult Beginners,,,US,,2014,R,90 min,"comedy, drama, thriller, action","A young, hipster entrepreneur crashes and burns on the eve of his company’s big launch. With his entire life in disarray, he leaves Manhattan to move in with his estranged pregnant sister, brother-in-law and three year-old nephew in the suburbs — only to become their manny.  Faced with real responsibility, he may finally have to grow up — but not without some bad behavior first."
tm148220,Movie,Escobar: Paradise Lost,,,"BE, FR, ES",,2014,PG-13,120 min,"thriller, drama, history, romance, crime, european","For Pablo Escobar family is everything. When young surfer Nick falls for Escobar's niece, Maria, he finds his life on the line when he's pulled into the dangerous world of the family business."
ts44191,TV Show,Grace,,,SG,,2014,,2 Seasons,"thriller, drama, horror",A family man succumbs to weakness and his failure to live a moral life condemns those he loves to an unspeakable horror. Only his path to redemption can save them.
tm188197,Movie,Phil Spector,,,US,,2013,,91 min,"drama, music",A drama centered on the relationship between Phil Spector and defense attorney Linda Kenney Baden while the music business legend was on trial for the murder of Lana Clarkson.
tm148119,Movie,Jerrod Carmichael: Love at the Store,,,US,,2014,,54 min,"comedy, documentation","Rising comedy star Jerrod Carmichael takes to the stage of The Comedy Store in Hollywood, CA where he comically subverts such subjects as poverty, wealth, crime and race and presents his unique take on national tragedies, female empowerment, and more."
tm187389,Movie,12 Rounds 2: Reloaded,,,US,,2013,PG-13,95 min,"action, thriller","Nick Malloy portrays an Emergency Medical Technician (EMT) who finds himself caught in a deadly 12-round game of cat and mouse with a vigilante tied to the paramedic's past. With little time to spare and his wife's life hanging in the balance, the EMT must figure out why he's been chosen to be the pawn in this maniac's game before it's too late."
tm176646,Movie,The Cheshire Murders,,,US,,2013,,115 min,"documentation, crime, history","In the early-morning hours of July 23, 2007, in Cheshire, Conn., ex-convicts Steven Hayes and Joshua Komisarjevsky broke into the family home of William Petit, his wife, Jennifer, and their daughters, Michaela, 11, and Hayley, 17. Dr. Petit was beaten and tied to a pole in the basement. The three women were bound in their bedrooms while the men ransacked the house. The brutal ordeal continued throughout the morning, ending with rape, arson and a horrific triple homicide."
ts22777,TV Show,The Scooby-Doo Show,,,US,,2014,TV-Y,3 Seasons,comedy,"The Scooby-Doo Show is the blanket name for the episodes from the third incarnation of the Hanna-Barbera Saturday morning cartoon Scooby-Doo. A total of 40 episodes ran for three seasons, from 1976 to 1978, on ABC, marking the first Scooby series to appear on the network. Sixteen episodes were produced as segments of The Scooby-Doo/Dynomutt Hour in 1976, eight episodes were produced as segments of Scooby's All-Star Laff-A-Lympics in 1977 and sixteen episodes were produced in 1978, with nine of them running by themselves under the Scooby-Doo, Where Are You! name and the final seven as segments of Scooby's All-Stars.

Despite the yearly changes in the way they were broadcast, the 1976–1978 stretch of Scooby episodes represents, at three seasons, the longest-running format of the original show before the addition of Scrappy-Doo. The episodes from all three seasons have been rerun under the title The Scooby-Doo Show since 1980; these Scooby episodes did not originally air under this title. The credits on these syndicated versions all feature a 1976 copyright date, even though some were originally produced in 1977 and 1978. Reruns are currently air on Boomerang.

Like many animated series created by Hanna-Barbera in the 1970s, the show contained a laugh track created by the studio."
tm171954,Movie,Mike Tyson: Undisputed Truth,,,US,,2013,,90 min,"comedy, documentation","Mike Tyson's one-man show is a fascinating journey into his storied life and career.  MIKE TYSON: UNDISPUTED TRUTH is a rare, personal look inside the life and mind of one of the most feared men ever to wear the heavyweight crown. Directed by Academy Award® nominee Spike Lee, this riveting one-man show goes beyond the headlines, behind the scenes and between the lines to deliver a must-see theatrical knockout."
ts20349,TV Show,Shadows,,,RO,,2014,TV-MA,3 Seasons,"drama, crime, thriller, european","Relu is a family man. He has two children, a wife and a double life. Seen through the eyes of his family, Relu Oncescu appears to be an ordinary taxi driver. No one suspects that Relu works as a collector for Capitanu', a local mobster. Neither of the two worlds (his family and the mafia) knows of the other's existence. Relu manages to keep everything under control, but not for long. After accidentally killing a man, he tries to get out of the underworld, but he can't find his way back. Day by day, the secrets he keeps become increasingly oppressive and the lies begin to surface, one by one."
ts150485,TV Show,The Henry Ford Innovation Nation with Mo Rocca,,,US,,2014,TV-G,8 Seasons,"reality, documentation, family",Host Mo Rocca shares the dramatic stories of extraordinary inventors in hopes of inspiring viewers to open their imaginations and bring their visions to life.
tm146290,Movie,Billy Crystal: 700 Sundays,,,US,,2014,,119 min,"comedy, drama","In 700 Sundays, legendary comedian and actor Billy Crystal tells the stories of his youth, growing up in the jazz world of Manhattan, his teenage years, and finally adulthood. The Tony Award-winning show is a funny and poignant exploration of family and fate, loving and loss."
tm136762,Movie,Cymbeline,,,US,,2014,R,97 min,drama,War erupts between dirty cops and outlaw bikers as a drug kingpin tries to protect his empire.
ts41898,TV Show,This Is Life with Lisa Ling,,,US,,2014,TV-PG,8 Seasons,documentation,Lisa Ling's investigative documentary series goes behind the scenes to discover the secret societies within the American society.
tm146272,Movie,Son of Batman,,,US,,2014,PG-13,74 min,"action, animation","Batman learns he has a violent, unruly pre-teen son, secretly raised by the terrorist group known as The League of Assassins."
ts84205,TV Show,Saving My Tomorrow,,,US,,2014,TV-G,1 Season,"documentation, family","From the children who will inherit the planet, comes a collection of songs, activism, and heartfelt tips for protecting the earth. Kids share their thoughts on subjects ranging from endangered animals and pollution to climate change."
ts53599,TV Show,Bing,,,RO,,2014,TV-Y,3 Seasons,"animation, family, comedy, european","Bing is a young and lovable bunny learning about the big world around him, with the help of his friends. A warm and gentle animation, based on the bestselling books by Ted Dewan."
tm160164,Movie,Superman: Unbound,,,US,,2013,PG-13,75 min,"action, animation","Superman and Supergirl take on the cybernetic being known as Brainiac, who boasts that he possesses ""the knowledge and strength of 10,000 worlds."""
ts41570,TV Show,Psi,,,BR,,2014,TV-MA,4 Seasons,drama,"A drama with comic touches telling the story of Carlo Antonini, a psychoanalyst who is pathologic and very interventionist, both inside and outside the office."
tm172988,Movie,Valentine Road,,,US,,2013,,89 min,"documentation, crime","On February 12, 2008, in Oxnard, California, eighth-grade student Brandon McInerney shot his classmate Larry King twice in the back of the head during first period. When Larry died two days later, his murder shocked the nation. Was this a hate crime, one perpetrated by a budding neo-Nazi whose masculinity was threatened by an effeminate gay kid who may have had a crush on him? Or was there even more to it?"
ts20063,TV Show,Aldnoah.Zero,,,JP,,2014,TV-MA,2 Seasons,"action, scifi, thriller, war, animation, drama, romance","In 1972, the Apollo 17 mission discovered a hypergate to Mars on the surface of the moon. Soon a war breaks out between Earth and Mars, and Martian soldiers begin to descend from the sky, riding steel giants, intent on exterminating humanity."
ts58137,TV Show,Pac-Man and the Ghostly Adventures,,,"US, CA, JP",,2013,TV-Y7,3 Seasons,"action, animation, comedy, drama, family, fantasy, scifi",The fate of PacWorld lies with Pac and his loyal crew as they protect the Power Berries from falling into the sinister hands of Betrayus and his evil army of baddies.
ts79424,TV Show,Viking Women,,,US,,2014,,1 Season,"documentation, european","The Vikings changed Europe forever, yet half of them have almost completely disappeared from collective memory: the women."
ts214307,TV Show,Mao Mao: Heroes of Pure Heart,,,US,,2014,TV-PG,2 Seasons,"action, comedy, family, fantasy, animation","An egotistical, heroic cat and his slacker badger partner get stuck in a valley where everything is cute, where they protect its citizens from any evil with an adorable bat."
tm152510,Movie,Scooby-Doo! WrestleMania Mystery,,,US,,2014,PG,84 min,comedy,"The mystery begins when Shaggy and Scooby win tickets to ""WrestleMania"" and convince the crew to go with them to WWE City. But this city harbors a spooky secret - a ghastly Ghost Bear holds the town in his terrifying grip! To protect the coveted WWE Championship Title, the gang gets help from WWE Superstars like John Cena, Triple H, Sin Cara, Brodus Clay, AJ Lee, The Miz and Kane. Watch Scooby and the gang grapple with solving this case before it's too late."
tm165973,Movie,Redemption,,,US,,2013,,35 min,documentation,"Redemption is a documentary about New York City's canners - the men and women who survive by redeeming bottles and cans they collect from curbs, garbage cans and apartment complexes. You've seen them combing through the trash, but never got to meet them. The film is an unexpected and intimate look at post-industrial gleaners, struggling at the edge of our society."
tm150188,Movie,Frontera,,,US,,2014,PG-13,103 min,"western, drama, thriller, european","After crossing the border illegally for work, Miguel, a hard-working father and devoted husband, finds himself wrongfully accused of murdering a former sheriff’s wife. After learning of his imprisonment, Miguel’s pregnant wife tries to come to his aid and lands in the hands of corrupt coyotes who hold her for ransom. Dissatisfied with the police department’s investigation, the former sheriff tries to uncover the truth about his wife’s death and discovers disturbing evidence that will destroy one family’s future, or tear another’s apart."
tm151349,Movie,Banksy Does New York,,,US,,2014,,79 min,documentation,"On October 1, 2013, the elusive street artist Banksy launched a month-long residency in New York, an art show he called Better Out Than In. As one new work of art was presented each day in a secret location, a group of fans, called “Banksy Hunters,” took to the streets and blew up social media."
ts79014,TV Show,State of Play,,,US,,2013,,3 Seasons,documentation,A cutting-edge documentary series from filmmaker Peter Berg that explores vital themes in society and culture through the unifying lens of sports.
tm186907,Movie,House Party: Tonight's the Night,,,US,,2013,R,80 min,comedy,"A pair of high school rappers have two major goals - make music and get hot girls. The best way to get both is to throw the biggest and best house party ever! The night of the party, one of the boys is grounded by his parents, so it's up to his best friend to break him out of his house confinement and get the party started."
tm159051,Movie,JLA Adventures: Trapped in Time,,,US,,2014,,52 min,scifi,"Get ready for a battle of the ages when the Justice League faces off against its archenemies, the Legion of Doom, in an all-new movie from DC Comics. A mysterious being known as the Time Trapper arises, and a sinister plan led by Lex Luthor sends the Legion of Doom back in time to eliminate Superman, Wonder Woman and Batman before they become super heroes. For Aquaman, Flash and Cyborg, along with teen super heroes Karate Kid and Dawnstar, the stakes have never been higher, the rescue mission never deadlier. So join the fight for the future as the Justice League confronts its ultimate challenge… the threat of having never existed!"
tm170882,Movie,Sarah Silverman: We Are Miracles,,,US,,2013,,60 min,comedy,"In her first-ever HBO solo special, Sarah Silverman takes the stage for an evening of adults-only stand-up comedy. Taped live in front of an intimate audience of 39 fans at Largo, a music and comedy club in Los Angeles, Sarah Silverman: We Are Miracles features Silverman taking aim at such subjects as cell-phone porn, crazy religions, specialty deodorants, terrible roommates, eyebrow waxing, her 19-year-old dog, Obama and Republicans, having babies, Pixar movies, the miracle of existence, and more."
tm152501,Movie,Scooby-Doo! Frankencreepy,,,US,,2014,PG,74 min,comedy,"Scooby-Doo and those ""meddling kids"" Shaggy, Fred, Daphne and Velma are back in this all-new original movie! Velma discovers she's inherited her great-great-uncle Dr. Von Dinkenstein’s cursed castle in the terrifying town of Transylvania…Pennsylvania, that is. Just when the Gang persuades Velma to go claim her inheritance, the ghost of Dinkenstein Castle blows up the Mystery Machine as a warning! Now the Crew must spring back into action, but this time it's personal! Who's responsible for the Dinkenstein monster? What family secret has Velma been hiding? Will Fred recover from the loss of his beloved Mystery Machine? Can any helpless snack survive Scooby and Shaggy's monster-sized appetites? This Scooby-Doo adventure has enough spooky fun to make the whole family come alive!"
tm160479,Movie,Necessary Evil: Super-Villains of DC Comics,,,US,,2013,,99 min,"action, crime, documentation","A documentary detailing the epic Rogues' Gallery of DC Comics from The Joker and Lex Luthor, Sinestro, Darkseid and more, this documentary will explore the Super Villains of DC Comics."
tm158810,Movie,Nixon by Nixon: In His Own Words,,,US,,2014,,72 min,documentation,"From 1971 to 1973, Richard Nixon secretly recorded his private conversations in the White House. This film chronicles the content of those tapes, which include Nixon's conversations on the war in Vietnam, the Pentagon Papers leak, his Supreme Court appointments, and more--while also exposing shocking statements he made about women, people of color, Jews, and the media."
tm158086,Movie,A Good Job: Stories of the FDNY,,,US,,2014,G,60 min,documentation,"Acclaimed actor and FDNY veteran Steve Buscemi looks at what it's like to work as a New York City firefighter. Utilizing exclusive behind-the-scenes footage and firsthand accounts from past and present firefighters, explore life in one of the world's most demanding fire departments while illuminating the lives of the often 'strong and silent' heroes."
tm167585,Movie,An Apology to Elephants,,,US,,2013,PG,40 min,documentation,"Elephants are among the most majestic and intelligent creatures on Earth--but for hundreds of years, they have suffered at the hands of humans. Narrated by Lily Tomlin, this documentary short traces our long history with elephants and explores the many problems that arise when they are brought to live in captivity in zoos and circuses."
tm186911,Movie,Mary and Martha,,,"US, ZA",,2013,,90 min,drama,"Wealthy American housewife Mary Morgan takes her bullied son George out of school for home education,including a trip to Southern Africa. Whilst in Mozambique George is bitten by a mosquito which crawls through a hole in his net and dies of malaria. After his funeral at home Mary feels a compulsion to return to Africa where she meets English woman Martha O'Connell,whose 24 year old son Ben, a teacher with voluntary service overseas,has also died of malaria. Ben gave his net to one of his pupils,believing adults cannot catch malaria. The two women are shocked to see the high death rate caused by the disease and,whilst Martha stays in Africa as a voluntary helper,Mary petitions the American government to change things. Martha turns up at Mary's house unannounced and,helped by Mary's ex-diplomat father,they address a senate committee on health spending,persuading them to do more to combat malaria. They meet with some success though a coda states that much more can be done."
tm174415,Movie,Muhammad Ali's Greatest Fight,,,US,,2013,,97 min,drama,"Muhammad Ali’s historic Supreme Court battle from behind closed doors. When Ali was drafted into the Vietnam War at the height of his boxing career, his claim to conscientious objector status led to a controversial legal battle that rattled the U.S. judicial system right up to the highest court in the land."
tm181863,Movie,Once Upon a Time in Brooklyn,,,US,,2013,R,116 min,"crime, action","After being released from prison, Bobby goes back to the mob connected streets. When forced to make a life altering decision the truth is revealed that he was too blind to see."
tm138091,Movie,Cantinflas,,,"MX, ES",,2014,PG,106 min,"drama, comedy, romance","Mike Todd is a Broadway producer struggling to produce the film. Around the World in 80 Days. In Mexico, Mario Moreno, a young entertainer is struggling to get some respect, and he manages to become a star. A twist of faith makes them partners. Together they won the Oscar for Best Picture."
